ID,meter_point_key,park_key,park_type,park_type_human,Round_Day(markets_at),contract_at,Round_Day(expires_at),Leistung [W],ownconsumption,latitude,longitude,Performance
1396,ZP_ID_1507,AMP_SO_Oberhausen_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,250250,,51.55,6.82,1.0
484,ZP_ID_0324,AMP_SO_Oberursel,solar,Photovoltaikanlage,2016-11-18T00:00:00,2016-11-18 01:00:00,,169600,0.75,50.21,8.6,1.0
485,ZP_ID_1059,AMP_SO_Ochtrup,solar,Photovoltaikanlage,2020-07-01T00:00:00,2020-06-10 02:00:00,,476840,0.3,52.18,7.18,1.0
1458,ZP_ID_1553,AMP_SO_Ochtrup_02,solar,Photovoltaikanlage,2021-12-01T00:00:00,2021-11-15 01:00:00,,254000,0.3,52.2,7.19,1.0
486,ZP_ID_0993,AMP_SO_Odenthal,solar,Photovoltaikanlage,2020-04-30T00:00:00,2019-09-19 02:00:00,,178000,0.2,51.01,7.18,1.0
1154,ZP_ID_1312,AMP_SO_Oelde_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,307800,,51.81,8.12,1.0
487,ZP_ID_0931,AMP_SO_Olpe_DE002016,solar,Photovoltaikanlage,2019-11-21T00:00:00,2018-08-30 02:00:00,,151800,0.7,51.02,7.84,1.0
1943,ZP_ID_1916,AMP_SO_Olsberg,solar,Photovoltaikanlage,2023-03-01T00:00:00,2023-02-01 01:00:00,,387750,0.6,51.35,8.46,1.0
1667,ZP_ID_1709,AMP_SO_Osnabrück_DE009010_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,115520,,52.3,8.06,1.0
488,ZP_ID_0657,AMP_SO_Osnabrück_DE009054,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,128260,0.7,52.3,8.02,1.0
489,ZP_ID_0847,AMP_SO_Osnabrück_DE009065,solar,Photovoltaikanlage,2019-10-01T00:00:00,2018-08-30 02:00:00,,150700,0.7,52.27,8.0,1.0
490,ZP_ID_0855,AMP_SO_Osnabrück_DE009086,solar,Photovoltaikanlage,2019-08-01T00:00:00,2018-08-30 02:00:00,,151800,0.7,52.24,8.05,1.0
491,VZP_ID_206,AMP_SO_Petersberg_01_(WL),solar,Photovoltaikanlage,2018-01-01T00:00:00,2017-12-04 01:00:00,2020-12-31T00:00:00,748000,0.5,49.23,7.57,1.0
492,VZP_ID_207,AMP_SO_Petersberg_02_(WL),solar,Photovoltaikanlage,2020-08-09T00:00:00,2017-12-04 01:00:00,2020-12-31T00:00:00,556770,0.5,49.23,7.57,1.0
493,ZP_ID_0939,AMP_SO_Plettenberg,solar,Photovoltaikanlage,2019-10-14T00:00:00,2019-10-11 02:00:00,,748440,0.75,51.2,7.82,1.0
1002,ZP_ID_1159,AMP_SO_Preussisch Oldendorf_DE018031,solar,Photovoltaikanlage,2021-01-01T00:00:00,2018-08-30 02:00:00,,189610,0.7,52.3,8.5,1.0
1120,ZP_ID_1276,AMP_SO_Preußisch Oldendorf,solar,Photovoltaikanlage,2021-07-01T00:00:00,2021-06-09 02:00:00,,280150,0.1,52.28,8.55,1.0
1682,ZP_ID_1717,AMP_SO_Rahden_DE018041_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,109140,,52.43,8.62,1.0
494,ZP_ID_0781,AMP_SO_Recke_DE009061,solar,Photovoltaikanlage,2019-03-28T00:00:00,2018-08-30 02:00:00,,149040,0.7,52.37,7.72,1.0
1625,ZP_ID_1666,AMP_SO_Recklinghausen-Süd,solar,Photovoltaikanlage,2022-04-01T00:00:00,2022-03-01 01:00:00,,134400,0.8,51.57,7.21,1.0
1891,ZP_ID_1912,AMP_SO_Recklinghausen_DE001042,solar,Photovoltaikanlage,2023-05-01T00:00:00,2018-10-01 02:00:00,,189440,0.7,51.58,7.23,1.0
495,ZP_ID_1047,AMP_SO_Rees,solar,Photovoltaikanlage,2020-05-20T00:00:00,2020-04-29 02:00:00,,212100,0.2,51.77,6.48,1.0
1197,ZP_ID_1350,AMP_SO_Rees_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,110160,,51.77,6.4,1.0
1228,ZP_ID_1375,AMP_SO_Rees_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,112800,,51.77,6.4,1.0
1284,ZP_ID_1426,AMP_SO_Rees_02_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,118000,,51.78,6.38,1.0
1353,ZP_ID_1484,AMP_SO_Rees_03_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,156000,,51.77,6.46,1.0
1617,ZP_ID_1659,AMP_SO_Reichshof,solar,Photovoltaikanlage,2022-04-01T00:00:00,2022-02-22 01:00:00,,99800,0.1,50.96,7.76,1.0
496,ZP_ID_0529,AMP_SO_Reken,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,156160,0.88,51.83,7.06,1.0
1543,ZP_ID_1911,AMP_SO_Reken_DE001005,solar,Photovoltaikanlage,2023-02-01T00:00:00,2018-10-01 02:00:00,,204024,,51.82,7.05,1.0
497,ZP_ID_0571,AMP_SO_Rheine_DE025024,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,117600,0.7,52.3,7.45,1.0
927,ZP_ID_1145,AMP_SO_Rheine_DE025035,solar,Photovoltaikanlage,2020-12-01T00:00:00,2018-10-01 02:00:00,,167240,0.7,52.28,7.43,1.0
498,ZP_ID_0636,AMP_SO_Rheine_DE025057,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,166880,0.7,52.27,7.42,1.0
1214,ZP_ID_1341,AMP_SO_Rheurdt_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,120000,,51.44,6.46,1.0
1796,ZP_ID_1831,AMP_SO_Rieden,solar,Photovoltaikanlage,2022-12-01T00:00:00,,,78960,,47.95,10.64,1.0
1422,ZP_ID_1527,AMP_SO_Rietberg_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,2073400,,51.81,8.51,1.0
1423,ZP_ID_1529,AMP_SO_Rietberg_02_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,998400,,51.82,8.52,1.0
499,ZP_ID_0907,AMP_SO_Rietberg_DE005065,solar,Photovoltaikanlage,2019-09-12T00:00:00,2018-08-30 02:00:00,,184800,0.7,51.81,8.44,1.0
1180,ZP_ID_1314,AMP_SO_Rüthen_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,254310,,51.56,8.43,1.0
1178,ZP_ID_1348,AMP_SO_Rüthen_02_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,126420,,51.56,8.43,1.0
1788,ZP_ID_1809,AMP_SO_Schalksmühle_DE002052,solar,Photovoltaikanlage,2022-10-01T00:00:00,2018-10-01 02:00:00,,189750,0.7,51.26,7.58,1.0
1139,ZP_ID_1309,AMP_SO_Schermbeck_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,2023-03-31T00:00:00,415000,,51.72,6.88,1.0
500,ZP_ID_0676,AMP_SO_Schloß Holte-Stukenbrock_DE005001ZL,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,280370,0.7,51.89,8.63,1.0
1664,ZP_ID_1694,AMP_SO_Schloß_Holte-Stukenbrock_DE005001_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,499800,,51.89,8.63,1.0
1561,ZP_ID_1614,AMP_SO_Schwerte,solar,Photovoltaikanlage,2022-02-01T00:00:00,0202-02-01 00:53:28,2023-12-31T00:00:00,749280,,51.46,7.56,1.0
1604,ZP_ID_1648,AMP_SO_Schwerte_02,solar,Photovoltaikanlage,2022-02-01T00:00:00,2022-02-01 01:00:00,2023-12-31T00:00:00,278640,,51.46,7.56,1.0
1825,ZP_ID_1823,AMP_SO_Schöppingen_DE009021,solar,Photovoltaikanlage,2022-09-07T00:00:00,2018-10-01 02:00:00,,157500,0.7,52.09,7.23,1.0
1758,ZP_ID_1777,AMP_SO_Schüttorf,solar,Photovoltaikanlage,2022-08-01T00:00:00,2022-06-27 02:00:00,,707940,0.5,52.32,7.24,1.0
1759,ZP_ID_1783,AMP_SO_Schüttorf_02,solar,Photovoltaikanlage,2022-08-01T00:00:00,2022-06-29 02:00:00,,41400,0.5,52.32,7.24,1.0
501,ZP_ID_0589,AMP_SO_Schüttorf_DE025018,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,130480,0.7,52.32,7.23,1.0
1129,ZP_ID_1281,AMP_SO_Selm-Bork_DE032045,solar,Photovoltaikanlage,2021-09-01T00:00:00,2018-10-01 02:00:00,,180780,0.7,51.69,7.47,1.0
1900,,AMP_SO_Senden_DE032050,solar,Photovoltaikanlage,2023-05-01T00:00:00,2018-10-01 02:00:00,,171360,0.7,51.86,7.49,1.0
1003,ZP_ID_1191,AMP_SO_Soest_DE013002,solar,Photovoltaikanlage,2021-01-01T00:00:00,2018-08-30 02:00:00,,125060,0.7,51.58,8.1,1.0
1834,ZP_ID_1863,AMP_SO_Soest_DE013054,solar,Photovoltaikanlage,2023-01-01T00:00:00,2018-10-01 02:00:00,,199500,0.7,51.57,8.13,1.0
1053,ZP_ID_1228,AMP_SO_Solingen,solar,Photovoltaikanlage,2021-04-01T00:00:00,2021-02-12 01:00:00,,175370,0.8,51.17,7.05,1.0
1845,ZP_ID_1839,AMP_SO_Solingen-Wald,solar,Photovoltaikanlage,2022-11-01T00:00:00,2022-11-01 01:00:00,,191250,0.8,51.19,7.07,1.0
1004,ZP_ID_1210,AMP_SO_Solingen_DE002020,solar,Photovoltaikanlage,2021-02-01T00:00:00,2018-08-30 02:00:00,,135750,0.7,51.15,7.02,1.0
822,ZP_ID_1045,AMP_SO_Sonsbeck,solar,Photovoltaikanlage,2020-07-03T00:00:00,2020-04-03 02:00:00,,715750,0.2,51.67,6.23,1.0
1140,ZP_ID_1300,AMP_SO_Sonsbeck_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,979000,,51.57,6.4,1.0
1460,ZP_ID_1620,AMP_SO_Sonsbeck_01_(RD),solar,Photovoltaikanlage,2022-01-01T00:00:00,,,170030,,51.62,6.35,1.0
502,ZP_ID_0613,AMP_SO_Spelle_DE025012,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,160160,0.7,52.36,7.47,1.0
1343,ZP_ID_1454,AMP_SO_Sprockhövel_DE013065,solar,Photovoltaikanlage,2021-11-01T00:00:00,2018-10-01 02:00:00,,158080,0.7,51.37,7.24,1.0
503,ZP_ID_0825,AMP_SO_St. Wendel,solar,Photovoltaikanlage,2019-08-20T00:00:00,2019-02-28 01:00:00,,735350,,49.47,7.15,1.0
504,ZP_ID_1033,AMP_SO_Stadtlohn_DE009022,solar,Photovoltaikanlage,2020-05-01T00:00:00,2018-08-30 02:00:00,,215460,0.7,51.99,6.94,1.0
505,ZP_ID_0839,AMP_SO_Stadtlohn_DE009090,solar,Photovoltaikanlage,2019-05-01T00:00:00,2018-08-30 02:00:00,,153360,0.7,51.99,6.9,1.0
506,ZP_ID_1064,AMP_SO_Steinfurt-Bergsteinfurt_DE009047,solar,Photovoltaikanlage,2020-08-01T00:00:00,2018-10-01 02:00:00,,125400,0.7,52.15,7.33,1.0
1883,ZP_ID_1856,AMP_SO_Stemwede_(RD),solar,Photovoltaikanlage,2022-10-26T00:00:00,2022-10-26 02:00:00,,326850,,52.45,8.48,1.0
1587,ZP_ID_1646,AMP_SO_Stolberg,solar,Photovoltaikanlage,2022-03-01T00:00:00,2022-01-31 01:00:00,,139840,0.9,50.73,6.22,1.0
1083,ZP_ID_1251,AMP_SO_Straelen,solar,Photovoltaikanlage,2021-05-01T00:00:00,2021-03-29 02:00:00,,749760,0.07,51.41,6.28,1.0
1797,ZP_ID_1804,AMP_SO_Sundern_02,solar,Photovoltaikanlage,2022-10-01T00:00:00,2022-07-28 02:00:00,,84020,,51.37,7.96,1.0
1942,ZP_ID_1915,AMP_SO_Sundern_03,solar,Photovoltaikanlage,2023-05-01T00:00:00,2023-02-01 01:00:00,,348750,0.6,51.36,7.98,1.0
507,ZP_ID_0614,AMP_SO_Sundern_DE013044,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,167440,0.7,51.31,8.01,1.0
1973,ZP_ID_1947,AMP_SO_Swistal,solar,Photovoltaikanlage,2023-05-01T00:00:00,2023-04-01 02:00:00,,173470,0.9,50.72,6.92,1.0
510,ZP_ID_0490,AMP_SO_Swisttal,solar,Photovoltaikanlage,2018-05-03T00:00:00,2017-12-27 01:00:00,,309400,0.75,50.69,6.9,1.0
509,ZP_ID_0804,AMP_SO_Swisttal-Hohn,solar,Photovoltaikanlage,2019-08-14T00:00:00,2019-05-08 02:00:00,,396800,,50.68,6.95,1.0
508,ZP_ID_0908,AMP_SO_Swisttal-Hohn_02,solar,Photovoltaikanlage,2019-08-14T00:00:00,2019-02-22 01:00:00,,188790,0.52,50.68,6.95,1.0
511,ZP_ID_0555,AMP_SO_Swisttal_02,solar,Photovoltaikanlage,2018-09-19T00:00:00,2018-08-01 02:00:00,,219240,0.15,50.72,6.9,1.0
1669,ZP_ID_1707,AMP_SO_Telgte_DE009033_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,116540,,51.98,7.78,1.0
512,ZP_ID_0648,AMP_SO_Twist_DE025043,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,152640,0.7,52.65,7.1,1.0
1209,ZP_ID_1336,AMP_SO_Tönisvorst_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,125120,,51.34,6.5,1.0
1208,ZP_ID_1339,AMP_SO_Tönisvorst_02_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,125000,,51.34,6.5,1.0
514,ZP_ID_0916,AMP_SO_Uedem,solar,Photovoltaikanlage,2019-10-24T00:00:00,2019-09-19 02:00:00,,396180,0.25,51.66,6.27,1.0
513,ZP_ID_1048,AMP_SO_Uedem - Keppeln,solar,Photovoltaikanlage,2020-07-23T00:00:00,2020-04-29 02:00:00,,215000,0.35,51.7,6.24,1.0
1440,ZP_ID_1570,AMP_SO_Uedem_(RD),solar,Photovoltaikanlage,2021-11-01T00:00:00,,,256500,,51.66,6.27,1.0
1728,ZP_ID_1758,AMP_SO_Uedem_01_(RD),solar,Photovoltaikanlage,2022-05-01T00:00:00,,,118370,,51.7,6.24,1.0
1108,ZP_ID_1263,AMP_SO_Uedem_03,solar,Photovoltaikanlage,2021-06-01T00:00:00,2021-04-30 02:00:00,,226440,0.3,51.65,6.33,1.0
1109,ZP_ID_1266,AMP_SO_Uedem_04,solar,Photovoltaikanlage,2021-06-01T00:00:00,2021-04-30 02:00:00,,299700,0.2,51.68,6.24,1.0
1761,ZP_ID_1814,AMP_SO_Uedem_05,solar,Photovoltaikanlage,2022-08-18T00:00:00,,,126540,0.4,51.68,6.28,1.0
515,ZP_ID_0880,AMP_SO_Uelsen_DE025004,solar,Photovoltaikanlage,2019-09-25T00:00:00,2018-08-30 02:00:00,,161700,0.7,52.5,6.89,1.0
516,ZP_ID_1079,AMP_SO_Unna,solar,Photovoltaikanlage,2020-09-01T00:00:00,2020-07-20 02:00:00,,700150,,51.53,7.81,1.0
1359,ZP_ID_1489,AMP_SO_Unna_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,2022-12-31T00:00:00,126720,,51.52,7.69,1.0
928,ZP_ID_1133,AMP_SO_Unna_02,solar,Photovoltaikanlage,2020-12-01T00:00:00,2020-09-29 02:00:00,,673000,,51.53,7.73,1.0
1776,ZP_ID_1786,AMP_SO_Unna_03,solar,Photovoltaikanlage,2022-09-01T00:00:00,2022-07-11 02:00:00,,104610,0.3,51.53,7.81,1.0
1865,ZP_ID_1850,AMP_SO_Unna_04,solar,Photovoltaikanlage,2023-01-01T00:00:00,2022-11-01 01:00:00,,126720,,51.52,7.69,1.0
2000,ZP_ID_1962,AMP_SO_Unna_06,solar,Photovoltaikanlage,2023-05-01T00:00:00,2023-05-01 02:00:00,,237000,0.3,51.53,7.72,1.0
1672,ZP_ID_1710,AMP_SO_Unna_DE013018_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,114000,,51.54,7.68,1.0
1390,ZP_ID_1520,AMP_SO_Unna_DE013057,solar,Photovoltaikanlage,2021-11-01T00:00:00,2018-10-01 02:00:00,,123120,0.7,51.55,7.68,1.0
1472,ZP_ID_1599,AMP_SO_Unterdießen,solar,Photovoltaikanlage,2022-01-01T00:00:00,2021-12-03 01:00:00,,604800,,47.98,10.85,1.0
517,ZP_ID_0840,AMP_SO_Velbert,solar,Photovoltaikanlage,2019-05-01T00:00:00,2019-04-12 02:00:00,,181000,0.2,51.31,7.12,1.0
1660,ZP_ID_1705,AMP_SO_Velbert_DE002024_(RD),solar,Photovoltaikanlage,2022-03-01T00:00:00,,,121500,,51.35,7.03,1.0
944,ZP_ID_1136,AMP_SO_Vettweiß,solar,Photovoltaikanlage,2020-12-01T00:00:00,2020-10-18 02:00:00,,475000,,50.74,6.6,1.0
1339,ZP_ID_1462,AMP_SO_Vettweiß_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,180570,,50.74,6.58,1.0
1340,ZP_ID_1781,AMP_SO_Vettweiß_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,183600,,50.74,6.58,1.0
1533,ZP_ID_1612,AMP_SO_Vettweiß_02,solar,Photovoltaikanlage,2022-02-01T00:00:00,2021-12-20 01:00:00,,474990,0.3,50.74,6.6,1.0
1155,ZP_ID_1342,AMP_SO_Viersen_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,29440,,51.23,6.32,1.0
1239,ZP_ID_1376,AMP_SO_Voerde_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,112800,,51.6,6.62,1.0
518,ZP_ID_1012,AMP_SO_Vreden_DE009018,solar,Photovoltaikanlage,2020-04-01T00:00:00,2018-08-30 02:00:00,,176400,0.7,52.04,6.83,1.0
1998,ZP_ID_1955,AMP_SO_Wadersloh,solar,Photovoltaikanlage,2023-04-01T00:00:00,2023-05-01 02:00:00,,428280,0.8,51.73,8.24,1.0
2028,,AMP_SO_Wagenfeld_DE018086,solar,Photovoltaikanlage,2023-05-01T00:00:00,2018-10-01 02:00:00,,146080,0.7,52.55,8.59,1.0
519,ZP_ID_0716,AMP_SO_Waldfischbach,solar,Photovoltaikanlage,2018-12-05T00:00:00,2018-11-05 01:00:00,,749840,,49.28,7.66,1.0
1473,ZP_ID_1575,AMP_SO_Walkertshofen,solar,Photovoltaikanlage,2022-01-01T00:00:00,2021-12-02 01:00:00,,749280,,48.23,10.59,1.0
1058,ZP_ID_1240,AMP_SO_Waltrop_02,solar,Photovoltaikanlage,2021-04-01T00:00:00,2021-02-26 01:00:00,,141400,0.06,51.62,7.4,1.0
1921,ZP_ID_1888,AMP_SO_Waltrop_03,solar,Photovoltaikanlage,2023-03-01T00:00:00,2023-02-01 01:00:00,,162800,0.1,51.63,7.42,1.0
1849,ZP_ID_1951,AMP_SO_Waltrop_04,solar,Photovoltaikanlage,2023-04-01T00:00:00,2023-04-01 02:00:00,,128800,0.8,51.62,7.39,1.0
520,ZP_ID_1068,AMP_SO_Waltrop_DE032032,solar,Photovoltaikanlage,2020-08-01T00:00:00,2018-10-01 02:00:00,,177100,0.7,51.62,7.42,1.0
1241,ZP_ID_1380,AMP_SO_Warstein_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,19440,,51.49,8.27,1.0
1184,ZP_ID_1303,AMP_SO_Warstein_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,600325,,51.47,8.34,1.0
1181,ZP_ID_1315,AMP_SO_Warstein_02_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,271940,,51.49,8.27,1.0
1182,ZP_ID_1317,AMP_SO_Warstein_03_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,222640,,51.43,8.38,1.0
1185,ZP_ID_1327,AMP_SO_Warstein_04_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,156270,,51.5,8.29,1.0
1187,ZP_ID_1346,AMP_SO_Warstein_05_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,115520,,51.5,8.29,1.0
1884,ZP_ID_1855,AMP_SO_Warstein_06_(RD),solar,Photovoltaikanlage,2022-10-27T00:00:00,2022-10-27 02:00:00,,121260,,51.5,8.32,1.0
521,ZP_ID_0549,AMP_SO_Weeze,solar,Photovoltaikanlage,2018-09-01T00:00:00,2018-08-20 02:00:00,,308085,0.25,51.65,6.21,1.0
1210,ZP_ID_1320,AMP_SO_Weeze_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,233730,,51.62,6.21,1.0
1300,ZP_ID_1430,AMP_SO_Weeze_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,110640,,51.65,6.19,1.0
1387,ZP_ID_1481,AMP_SO_Weeze_02_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,483620,,51.65,6.21,1.0
1384,ZP_ID_1490,AMP_SO_Weeze_03_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,126020,,51.65,6.21,1.0
1385,ZP_ID_1497,AMP_SO_Weeze_04_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,94500,,51.65,6.21,1.0
1386,ZP_ID_1498,AMP_SO_Weeze_05_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,55710,,51.65,6.21,1.0
1388,ZP_ID_1500,AMP_SO_Weeze_06_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,29760,,51.65,6.21,1.0
823,ZP_ID_0481,AMP_SO_Weilerbach_(WL),solar,Photovoltaikanlage,2018-01-01T00:00:00,2017-12-04 01:00:00,2020-12-31T00:00:00,1090000,,49.48,7.63,1.0
522,ZP_ID_0765,AMP_SO_Welver,solar,Photovoltaikanlage,2019-04-25T00:00:00,2019-01-10 01:00:00,,319300,,51.61,7.93,1.0
523,ZP_ID_0597,AMP_SO_Welver_DE013053,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,119600,0.7,51.62,7.96,1.0
1360,ZP_ID_1495,AMP_SO_Werdohl_01_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,100000,,51.25,7.73,1.0
524,ZP_ID_0752,AMP_SO_Werdohl_DE002038,solar,Photovoltaikanlage,2019-01-23T00:00:00,2018-08-30 02:00:00,,123120,0.7,51.26,7.76,1.0
525,ZP_ID_0681,AMP_SO_Werl,solar,Photovoltaikanlage,2018-11-01T00:00:00,2018-11-27 01:00:00,2022-12-31T00:00:00,318820,,51.56,7.89,1.0
526,ZP_ID_0979,AMP_SO_Werl_02,solar,Photovoltaikanlage,2020-07-23T00:00:00,2019-12-19 01:00:00,,704000,,51.56,7.93,1.0
527,ZP_ID_0980,AMP_SO_Werl_03_(EB),solar,Photovoltaikanlage,2020-02-17T00:00:00,2019-12-19 01:00:00,2021-01-31T00:00:00,749440,,51.56,7.93,1.0
528,ZP_ID_0981,AMP_SO_Werl_04_(EB),solar,Photovoltaikanlage,2020-03-27T00:00:00,2019-12-19 01:00:00,2021-01-31T00:00:00,749440,,51.56,7.93,1.0
529,ZP_ID_0982,AMP_SO_Werl_05,solar,Photovoltaikanlage,2020-02-17T00:00:00,2019-12-19 01:00:00,,749440,0.55,51.57,7.89,1.0
929,ZP_ID_1137,AMP_SO_Werl_06,solar,Photovoltaikanlage,2020-12-01T00:00:00,2020-10-19 02:00:00,,574860,0.2,51.56,7.93,1.0
1920,ZP_ID_1879,AMP_SO_Werl_07_(PPA),solar,Photovoltaikanlage,2023-01-01T00:00:00,2023-01-01 01:00:00,2023-12-31T00:00:00,1305680,0.2,51.56,7.9,1.0
530,ZP_ID_0348,AMP_SO_Wermelskirchen,solar,Photovoltaikanlage,2016-09-08T00:00:00,2016-09-08 02:00:00,,279175,,51.14,7.24,1.0
1654,ZP_ID_1747,AMP_SO_Wermelskirchen_02,solar,Photovoltaikanlage,2022-05-01T00:00:00,2022-03-31 02:00:00,,188400,,51.13,7.16,1.0
1246,ZP_ID_1374,AMP_SO_Wesel_(RD),solar,Photovoltaikanlage,2021-10-01T00:00:00,,,126240,,51.66,6.67,1.0
1910,ZP_ID_1880,AMP_SO_Wesseling,solar,Photovoltaikanlage,2023-05-01T00:00:00,2023-01-01 01:00:00,,147440,0.4,50.81,6.99,1.0
824,ZP_ID_0479,AMP_SO_Westheim_(WL),solar,Photovoltaikanlage,2018-01-01T00:00:00,2017-12-04 01:00:00,2020-12-31T00:00:00,2950000,,49.24,8.33,1.0
531,ZP_ID_1087,AMP_SO_Wettringen,solar,Photovoltaikanlage,2020-07-21T00:00:00,2020-07-29 02:00:00,,632940,,52.22,7.31,1.0
1933,ZP_ID_1901,AMP_SO_Wettringen_01_(RD),solar,Photovoltaikanlage,2022-12-13T00:00:00,2022-12-13 01:00:00,,212755,,52.24,7.29,1.0
1934,ZP_ID_1902,AMP_SO_Wettringen_02_(RD),solar,Photovoltaikanlage,2022-12-13T00:00:00,2022-12-13 01:00:00,,158100,,52.24,7.29,1.0
532,ZP_ID_0996,AMP_SO_Wickede,solar,Photovoltaikanlage,2020-03-01T00:00:00,2020-03-01 01:00:00,,749100,,51.49,7.86,1.0
1747,ZP_ID_1772,AMP_SO_Wickede_02,solar,Photovoltaikanlage,2022-07-01T00:00:00,2022-05-30 02:00:00,,198750,,51.51,7.87,1.0
1709,ZP_ID_1741,AMP_SO_Wickede_DE013019_(RD),solar,Photovoltaikanlage,2022-02-01T00:00:00,,,151420,,51.49,7.87,1.0
533,ZP_ID_0445,AMP_SO_Wiesbaden,solar,Photovoltaikanlage,2017-11-23T00:00:00,2017-09-18 02:00:00,,219420,0.6,50.05,8.21,1.0
1205,ZP_ID_1547,AMP_SO_Wietmarschen-Lohne_DE025016,solar,Photovoltaikanlage,2022-01-01T00:00:00,2018-10-01 02:00:00,,187960,0.7,52.49,7.23,1.0
1547,ZP_ID_1625,AMP_SO_Windeck,solar,Photovoltaikanlage,2022-04-01T00:00:00,2022-01-13 01:00:00,,90000,,50.83,7.56,1.0
534,ZP_ID_1077,AMP_SO_Witten-Heven_DE032020,solar,Photovoltaikanlage,2020-09-01T00:00:00,2018-10-01 02:00:00,,118800,0.7,51.45,7.31,1.0
535,ZP_ID_0600,AMP_SO_Witten_DE032034,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,145040,0.7,51.45,7.37,1.0
536,ZP_ID_0730,AMP_SO_Witten_DE032041,solar,Photovoltaikanlage,2018-12-01T00:00:00,2018-08-30 02:00:00,,156060,0.7,51.44,7.35,1.0
539,ZP_ID_0598,AMP_SO_Wuppertal _DE002075,solar,Photovoltaikanlage,2018-10-01T00:00:00,2018-08-30 02:00:00,,112200,0.7,51.24,7.09,1.0
1624,ZP_ID_1833,AMP_SO_Wuppertal-Barmen_02,solar,Photovoltaikanlage,2022-10-01T00:00:00,,,132720,0.8,51.27,7.19,1.0
537,ZP_ID_0725,AMP_SO_Wuppertal-Barmen_DE002061,solar,Photovoltaikanlage,2019-01-01T00:00:00,2018-08-30 02:00:00,,89100,0.7,51.27,7.19,1.0
538,ZP_ID_0704,AMP_SO_Wuppertal-Cronenberg_DE002080,solar,Photovoltaikanlage,2018-11-01T00:00:00,2018-08-30 02:00:00,,153360,0.7,51.23,7.15,1.0
1912,ZP_ID_1876,AMP_SO_Wuppertal_DE002060,solar,Photovoltaikanlage,2023-01-01T00:00:00,2018-10-01 02:00:00,,173740,0.7,51.25,7.13,1.0
